Shipping_Mode,Delivery_Status,Late_delivery_risk,Days_for_shipping_(real),Days_for_shipment_(scheduled),shipping_date_(DateOrders),Shipping_Date_Key,Shipping_Id
Same Day,Shipping on time,0,0,0,2015-01-10 20:13:00,20150110,10210
Same Day,Late delivery,1,1,0,2015-01-08 00:15:00,20150108,10211
Same Day,Shipping on time,0,0,0,2017-05-11 13:25:00,20170511,10212
Same Day,Late delivery,1,1,0,2015-04-11 05:54:00,20150411,10213
Same Day,Late delivery,1,1,0,2015-04-11 00:17:00,20150411,10214
Same Day,Shipping on time,0,0,0,2015-03-05 13:08:00,20150305,10215
Same Day,Shipping on time,0,0,0,2018-01-04 13:05:00,20180104,10216
Same Day,Shipping on time,0,0,0,2016-02-11 13:11:00,20160211,10217
Same Day,Late delivery,1,1,0,2015-12-17 03:48:00,20151217,10218
Same Day,Shipping on time,0,0,0,2016-10-27 14:02:00,20161027,10219
Same Day,Shipping on time,0,0,0,2016-03-04 15:57:00,20160304,10220
Same Day,Late delivery,1,1,0,2017-11-23 04:44:00,20171123,10221
Same Day,Late delivery,1,1,0,2016-03-05 04:13:00,20160305,10222
Same Day,Shipping on time,0,0,0,2017-01-15 12:32:00,20170115,10223
Same Day,Shipping on time,0,0,0,2017-12-18 23:47:00,20171218,10224
Same Day,Late delivery,1,1,0,2017-12-18 10:29:00,20171218,10225
Same Day,Late delivery,1,1,0,2017-12-16 08:02:00,20171216,10226
Same Day,Shipping on time,0,0,0,2015-12-08 19:24:00,20151208,10227
Same Day,Late delivery,1,1,0,2015-12-01 04:10:00,20151201,10228
Same Day,Late delivery,1,1,0,2016-02-13 01:58:00,20160213,10229
Same Day,Shipping on time,0,0,0,2016-03-03 17:53:00,20160303,10230
Same Day,Late delivery,1,1,0,2015-11-01 03:31:00,20151101,10231
Same Day,Shipping on time,0,0,0,2016-10-28 12:28:00,20161028,10232
Same Day,Late delivery,1,1,0,2017-12-21 05:24:00,20171221,10233
Same Day,Late delivery,1,1,0,2016-06-18 04:35:00,20160618,10234
Same Day,Late delivery,1,1,0,2016-06-06 06:42:00,20160606,10235
Same Day,Shipping on time,0,0,0,2016-07-26 21:21:00,20160726,10236
Same Day,Late delivery,1,1,0,2016-05-17 07:26:00,20160517,10237
Same Day,Late delivery,1,1,0,2016-05-31 00:46:00,20160531,10238
Same Day,Late delivery,1,1,0,2016-04-25 01:52:00,20160425,10239
Same Day,Late delivery,1,1,0,2016-04-16 02:03:00,20160416,10240
Same Day,Late delivery,1,1,0,2016-05-07 00:06:00,20160507,10241
Same Day,Shipping on time,0,0,0,2016-07-06 20:20:00,20160706,10242
Same Day,Shipping on time,0,0,0,2015-07-10 21:11:00,20150710,10243
Same Day,Late delivery,1,1,0,2017-09-09 01:52:00,20170909,10244
Same Day,Late delivery,1,1,0,2015-07-25 00:40:00,20150725,10245
Same Day,Late delivery,1,1,0,2017-09-13 09:55:00,20170913,10246
Same Day,Late delivery,1,1,0,2015-01-30 00:34:00,20150130,10247
Same Day,Late delivery,1,1,0,2015-10-31 05:26:00,20151031,10248
Same Day,Late delivery,1,1,0,2016-05-11 01:08:00,20160511,10249
Same Day,Late delivery,1,1,0,2017-01-09 06:56:00,20170109,10250
Same Day,Shipping on time,0,0,0,2017-08-11 17:08:00,20170811,10251
Same Day,Shipping on time,0,0,0,2017-07-18 15:46:00,20170718,10252
Same Day,Late delivery,1,1,0,2015-03-26 02:25:00,20150326,10253
Same Day,Late delivery,1,1,0,2017-05-08 07:38:00,20170508,10254
Same Day,Late delivery,1,1,0,2015-05-01 05:52:00,20150501,10255
Same Day,Shipping on time,0,0,0,2017-02-18 16:20:00,20170218,10256
Same Day,Shipping on time,0,0,0,2015-03-27 20:27:00,20150327,10257
Same Day,Late delivery,1,1,0,2015-02-28 02:27:00,20150228,10258
Same Day,Late delivery,1,1,0,2016-01-06 09:43:00,20160106,10259
Same Day,Shipping on time,0,0,0,2015-12-28 20:04:00,20151228,10260
Same Day,Late delivery,1,1,0,2015-10-26 10:31:00,20151026,10261
Same Day,Shipping on time,0,0,0,2016-06-20 17:12:00,20160620,10262
Same Day,Shipping on time,0,0,0,2016-04-05 19:24:00,20160405,10263
Same Day,Shipping on time,0,0,0,2016-06-21 18:04:00,20160621,10264
Same Day,Late delivery,1,1,0,2016-10-27 03:53:00,20161027,10265
Same Day,Shipping on time,0,0,0,2016-10-04 17:24:00,20161004,10266
Same Day,Shipping on time,0,0,0,2015-09-18 22:50:00,20150918,10267
Same Day,Shipping on time,0,0,0,2016-03-13 13:39:00,20160313,10268
Same Day,Late delivery,1,1,0,2016-03-23 06:38:00,20160323,10269
Same Day,Shipping on time,0,0,0,2016-08-22 22:53:00,20160822,10270
Same Day,Shipping on time,0,0,0,2016-09-13 12:42:00,20160913,10271
Same Day,Late delivery,1,1,0,2015-10-15 10:22:00,20151015,10272
Same Day,Late delivery,1,1,0,2017-07-28 08:45:00,20170728,10273
Same Day,Shipping on time,0,0,0,2017-03-18 18:24:00,20170318,10274
Second Class,Late delivery,1,5,2,2016-09-26 01:23:00,20160926,10275
Second Class,Late delivery,1,4,2,2016-10-09 06:37:00,20161009,10276
Second Class,Late delivery,1,4,2,2017-01-19 09:17:00,20170119,10277
Second Class,Late delivery,1,5,2,2016-09-24 05:36:00,20160924,10278
Second Class,Shipping on time,0,2,2,2017-01-17 17:21:00,20170117,10279
Second Class,Late delivery,1,6,2,2016-11-01 07:49:00,20161101,10280
Second Class,Late delivery,1,3,2,2016-10-22 03:06:00,20161022,10281
Second Class,Shipping on time,0,2,2,2016-09-09 01:46:00,20160909,10282
Second Class,Late delivery,1,6,2,2016-09-26 15:14:00,20160926,10283
Second Class,Late delivery,1,5,2,2016-09-03 06:51:00,20160903,10284
Second Class,Late delivery,1,5,2,2016-08-31 01:47:00,20160831,10285
Second Class,Late delivery,1,5,2,2016-11-22 10:15:00,20161122,10286
Second Class,Shipping on time,0,2,2,2016-12-13 00:45:00,20161213,10287
Second Class,Late delivery,1,4,2,2016-11-20 19:53:00,20161120,10288
Second Class,Late delivery,1,3,2,2016-11-03 07:38:00,20161103,10289
Second Class,Late delivery,1,3,2,2016-09-13 12:26:00,20160913,10290
Second Class,Shipping on time,0,2,2,2016-09-22 12:05:00,20160922,10291
Second Class,Shipping on time,0,2,2,2016-09-30 19:46:00,20160930,10292
Second Class,Late delivery,1,4,2,2016-12-27 07:44:00,20161227,10293
Second Class,Late delivery,1,3,2,2017-10-15 03:18:00,20171015,10294
Second Class,Late delivery,1,6,2,2017-11-08 04:51:00,20171108,10295
Second Class,Late delivery,1,4,2,2017-11-02 12:34:00,20171102,10296
Second Class,Late delivery,1,5,2,2017-11-07 22:01:00,20171107,10297
Second Class,Late delivery,1,4,2,2017-10-18 22:13:00,20171018,10298
Second Class,Late delivery,1,3,2,2017-11-01 12:13:00,20171101,10299
Second Class,Late delivery,1,5,2,2017-11-08 22:32:00,20171108,10300
Second Class,Late delivery,1,5,2,2017-10-18 01:01:00,20171018,10301
Second Class,Late delivery,1,6,2,2017-11-07 06:05:00,20171107,10302
Second Class,Late delivery,1,5,2,2017-11-08 13:47:00,20171108,10303
Second Class,Shipping on time,0,2,2,2017-06-22 04:31:00,20170622,10304
Second Class,Late delivery,1,6,2,2017-09-06 06:52:00,20170906,10305
Second Class,Late delivery,1,4,2,2016-10-23 08:42:00,20161023,10306
Second Class,Late delivery,1,5,2,2017-09-06 00:02:00,20170906,10307
Second Class,Late delivery,1,3,2,2015-06-04 11:10:00,20150604,10308
Second Class,Late delivery,1,6,2,2017-09-21 09:28:00,20170921,10309
Second Class,Late delivery,1,5,2,2017-08-04 19:31:00,20170804,10310
Second Class,Late delivery,1,3,2,2015-06-29 08:30:00,20150629,10311
Second Class,Shipping on time,0,2,2,2017-06-24 02:03:00,20170624,10312
Second Class,Late delivery,1,3,2,2015-10-21 10:27:00,20151021,10313
Second Class,Late delivery,1,3,2,2017-07-04 22:53:00,20170704,10314
Second Class,Late delivery,1,5,2,2017-09-10 09:08:00,20170910,10315
Second Class,Late delivery,1,3,2,2017-11-09 09:24:00,20171109,10316
Second Class,Late delivery,1,3,2,2015-07-18 23:43:00,20150718,10317
Second Class,Shipping on time,0,2,2,2017-10-24 18:42:00,20171024,10318
Second Class,Late delivery,1,6,2,2015-06-15 23:25:00,20150615,10319
Second Class,Late delivery,1,4,2,2017-08-12 08:07:00,20170812,10320
Second Class,Late delivery,1,6,2,2015-08-20 01:57:00,20150820,10321
Second Class,Late delivery,1,4,2,2017-08-12 23:53:00,20170812,10322
Second Class,Late delivery,1,3,2,2015-08-04 04:36:00,20150804,10323
Second Class,Shipping on time,0,2,2,2015-09-19 11:22:00,20150919,10324
Second Class,Shipping on time,0,2,2,2016-10-26 14:08:00,20161026,10325
Second Class,Late delivery,1,6,2,2017-09-28 00:53:00,20170928,10326
Second Class,Late delivery,1,3,2,2017-07-06 01:10:00,20170706,10327
Second Class,Shipping on time,0,2,2,2015-09-23 09:58:00,20150923,10328
Second Class,Shipping on time,0,2,2,2015-10-04 10:28:00,20151004,10329
Second Class,Late delivery,1,5,2,2017-08-15 04:16:00,20170815,10330
Second Class,Late delivery,1,3,2,2017-11-08 00:07:00,20171108,10331
Second Class,Late delivery,1,4,2,2015-06-11 04:09:00,20150611,10332
Second Class,Late delivery,1,6,2,2015-09-08 22:25:00,20150908,10333
Second Class,Late delivery,1,6,2,2016-09-25 02:27:00,20160925,10334
Second Class,Late delivery,1,4,2,2017-11-11 08:31:00,20171111,10335
Second Class,Late delivery,1,3,2,2015-08-27 21:55:00,20150827,10336
Second Class,Late delivery,1,6,2,2017-10-24 18:00:00,20171024,10337
Second Class,Late delivery,1,3,2,2015-06-12 13:36:00,20150612,10338
Second Class,Late delivery,1,3,2,2015-08-31 10:00:00,20150831,10339
Second Class,Late delivery,1,6,2,2017-10-29 17:07:00,20171029,10340
Second Class,Late delivery,1,6,2,2017-07-19 17:58:00,20170719,10341
Second Class,Late delivery,1,3,2,2017-10-28 06:37:00,20171028,10342
Second Class,Late delivery,1,4,2,2015-09-12 14:21:00,20150912,10343
Second Class,Late delivery,1,4,2,2015-08-31 13:19:00,20150831,10344
Second Class,Shipping on time,0,2,2,2017-11-08 17:48:00,20171108,10345
Second Class,Late delivery,1,4,2,2017-07-17 13:46:00,20170717,10346
Second Class,Shipping on time,0,2,2,2015-07-18 02:52:00,20150718,10347
Second Class,Late delivery,1,6,2,2017-07-19 12:43:00,20170719,10348
Second Class,Late delivery,1,5,2,2015-09-07 13:19:00,20150907,10349
Second Class,Late delivery,1,3,2,2017-10-22 10:28:00,20171022,10350
Second Class,Late delivery,1,6,2,2017-10-25 16:47:00,20171025,10351
Second Class,Late delivery,1,5,2,2017-10-24 16:26:00,20171024,10352
Second Class,Late delivery,1,3,2,2017-10-04 16:48:00,20171004,10353
Second Class,Late delivery,1,6,2,2017-07-28 20:56:00,20170728,10354
Second Class,Shipping on time,0,2,2,2015-06-20 00:27:00,20150620,10355
Second Class,Shipping on time,0,2,2,2017-09-08 12:07:00,20170908,10356
Second Class,Late delivery,1,4,2,2015-08-16 05:28:00,20150816,10357
Second Class,Shipping on time,0,2,2,2015-08-10 00:55:00,20150810,10358
Second Class,Shipping on time,0,2,2,2015-06-20 21:29:00,20150620,10359
Second Class,Late delivery,1,5,2,2015-06-22 11:30:00,20150622,10360
Second Class,Late delivery,1,5,2,2017-08-24 07:14:00,20170824,10361
Second Class,Late delivery,1,3,2,2015-06-06 01:42:00,20150606,10362
Second Class,Late delivery,1,5,2,2015-08-28 20:20:00,20150828,10363
Second Class,Late delivery,1,3,2,2015-10-18 07:07:00,20151018,10364
Second Class,Late delivery,1,4,2,2017-07-13 22:11:00,20170713,10365
Second Class,Shipping on time,0,2,2,2015-10-13 11:41:00,20151013,10366
Second Class,Shipping on time,0,2,2,2015-08-01 20:43:00,20150801,10367
Second Class,Shipping on time,0,2,2,2017-01-09 23:40:00,20170109,10368
Second Class,Shipping on time,0,2,2,2016-11-19 12:42:00,20161119,10369
Second Class,Late delivery,1,3,2,2015-09-07 06:39:00,20150907,10370
Second Class,Late delivery,1,5,2,2015-06-06 03:07:00,20150606,10371
Second Class,Shipping on time,0,2,2,2015-06-28 08:09:00,20150628,10372
Second Class,Late delivery,1,3,2,2015-08-29 15:57:00,20150829,10373
Second Class,Shipping on time,0,2,2,2017-07-07 08:52:00,20170707,10374
Second Class,Shipping on time,0,2,2,2015-07-30 10:55:00,20150730,10375
Second Class,Late delivery,1,3,2,2016-12-02 15:50:00,20161202,10376
Second Class,Late delivery,1,5,2,2015-06-12 11:31:00,20150612,10377
Second Class,Late delivery,1,3,2,2015-06-26 22:42:00,20150626,10378
Second Class,Late delivery,1,6,2,2015-06-13 04:51:00,20150613,10379
Second Class,Late delivery,1,4,2,2015-07-01 21:38:00,20150701,10380
Second Class,Shipping on time,0,2,2,2015-09-12 16:27:00,20150912,10381
Second Class,Late delivery,1,5,2,2015-08-19 22:37:00,20150819,10382
Second Class,Late delivery,1,6,2,2017-09-22 10:00:00,20170922,10383
Second Class,Late delivery,1,3,2,2017-01-13 18:35:00,20170113,10384
Second Class,Shipping on time,0,2,2,2017-11-10 03:05:00,20171110,10385
Second Class,Late delivery,1,6,2,2017-11-15 10:16:00,20171115,10386
Second Class,Late delivery,1,5,2,2017-11-14 08:10:00,20171114,10387
Second Class,Shipping on time,0,2,2,2017-11-11 14:07:00,20171111,10388
Second Class,Late delivery,1,5,2,2017-11-13 23:25:00,20171113,10389
Second Class,Shipping on time,0,2,2,2017-04-17 01:27:00,20170417,10390
Second Class,Late delivery,1,5,2,2017-04-24 06:21:00,20170424,10391
Second Class,Late delivery,1,3,2,2017-06-02 13:07:00,20170602,10392
Second Class,Shipping on time,0,2,2,2015-01-04 11:02:00,20150104,10393
Second Class,Late delivery,1,4,2,2017-04-05 17:35:00,20170405,10394
Second Class,Late delivery,1,4,2,2017-06-17 08:33:00,20170617,10395
Second Class,Late delivery,1,4,2,2015-06-01 02:25:00,20150601,10396
Second Class,Shipping on time,0,2,2,2017-04-03 16:53:00,20170403,10397
Second Class,Late delivery,1,3,2,2017-06-14 03:39:00,20170614,10398
Second Class,Shipping on time,0,2,2,2015-04-05 16:41:00,20150405,10399
Second Class,Shipping on time,0,2,2,2017-04-14 10:23:00,20170414,10400
Second Class,Late delivery,1,4,2,2017-05-22 00:11:00,20170522,10401
Second Class,Late delivery,1,4,2,2017-02-27 17:28:00,20170227,10402
Second Class,Shipping on time,0,2,2,2017-06-18 11:10:00,20170618,10403
Second Class,Late delivery,1,4,2,2017-03-25 01:19:00,20170325,10404
Second Class,Shipping on time,0,2,2,2015-01-23 10:28:00,20150123,10405
Second Class,Late delivery,1,6,2,2015-04-30 02:49:00,20150430,10406
Second Class,Late delivery,1,6,2,2017-02-04 01:33:00,20170204,10407
Second Class,Late delivery,1,3,2,2017-02-26 13:37:00,20170226,10408
Second Class,Late delivery,1,4,2,2017-03-16 01:51:00,20170316,10409
Second Class,Late delivery,1,5,2,2015-01-06 08:03:00,20150106,10410
Second Class,Shipping on time,0,2,2,2015-02-19 03:36:00,20150219,10411
Second Class,Shipping on time,0,2,2,2017-02-26 17:17:00,20170226,10412
Second Class,Late delivery,1,5,2,2017-04-28 01:26:00,20170428,10413
Second Class,Late delivery,1,5,2,2017-06-01 14:00:00,20170601,10414
Second Class,Shipping on time,0,2,2,2017-06-12 20:17:00,20170612,10415
Second Class,Late delivery,1,6,2,2015-04-03 23:42:00,20150403,10416
Second Class,Late delivery,1,6,2,2015-01-21 13:59:00,20150121,10417
Second Class,Late delivery,1,5,2,2017-04-03 09:21:00,20170403,10418
Second Class,Late delivery,1,3,2,2017-05-10 20:20:00,20170510,10419
Second Class,Late delivery,1,6,2,2015-04-05 07:14:00,20150405,10420
Second Class,Late delivery,1,4,2,2017-04-04 10:03:00,20170404,10421
Second Class,Late delivery,1,5,2,2017-02-13 20:28:00,20170213,10422
Second Class,Shipping on time,0,2,2,2015-01-30 15:54:00,20150130,10423
Second Class,Shipping on time,0,2,2,2017-03-10 07:49:00,20170310,10424
Second Class,Shipping on time,0,2,2,2015-03-04 20:56:00,20150304,10425
Second Class,Late delivery,1,3,2,2015-02-06 14:08:00,20150206,10426
Second Class,Late delivery,1,4,2,2017-04-22 10:44:00,20170422,10427
Second Class,Shipping on time,0,2,2,2017-05-02 14:34:00,20170502,10428
Second Class,Late delivery,1,5,2,2015-04-28 15:57:00,20150428,10429
Second Class,Shipping on time,0,2,2,2015-02-13 17:59:00,20150213,10430
Second Class,Late delivery,1,6,2,2017-06-16 00:40:00,20170616,10431
Second Class,Shipping on time,0,2,2,2017-06-02 15:03:00,20170602,10432
Second Class,Late delivery,1,3,2,2017-06-04 03:40:00,20170604,10433
Second Class,Late delivery,1,3,2,2017-04-15 10:44:00,20170415,10434
Second Class,Late delivery,1,5,2,2015-03-24 08:07:00,20150324,10435
Second Class,Late delivery,1,3,2,2015-01-12 11:33:00,20150112,10436
Second Class,Shipping on time,0,2,2,2017-04-25 00:23:00,20170425,10437
Second Class,Late delivery,1,4,2,2017-01-24 15:25:00,20170124,10438
Second Class,Late delivery,1,4,2,2015-04-13 11:46:00,20150413,10439
Second Class,Late delivery,1,6,2,2015-02-24 21:18:00,20150224,10440
Second Class,Late delivery,1,3,2,2017-04-12 14:25:00,20170412,10441
Second Class,Late delivery,1,3,2,2015-03-29 05:50:00,20150329,10442
Second Class,Shipping on time,0,2,2,2015-03-03 18:39:00,20150303,10443
Second Class,Late delivery,1,4,2,2015-02-19 12:01:00,20150219,10444
Second Class,Late delivery,1,5,2,2015-01-09 14:53:00,20150109,10445
Second Class,Late delivery,1,6,2,2017-06-19 04:00:00,20170619,10446
Second Class,Shipping on time,0,2,2,2017-01-29 02:37:00,20170129,10447
Second Class,Late delivery,1,5,2,2017-04-29 14:14:00,20170429,10448
Second Class,Late delivery,1,3,2,2015-05-13 04:53:00,20150513,10449
Second Class,Shipping on time,0,2,2,2017-05-06 04:24:00,20170506,10450
Second Class,Late delivery,1,4,2,2015-03-16 16:22:00,20150316,10451
Second Class,Late delivery,1,6,2,2017-02-23 04:31:00,20170223,10452
Second Class,Late delivery,1,4,2,2017-06-14 01:43:00,20170614,10453
Second Class,Late delivery,1,6,2,2017-04-20 02:20:00,20170420,10454
Second Class,Late delivery,1,6,2,2015-01-25 21:20:00,20150125,10455
Second Class,Late delivery,1,5,2,2015-06-02 08:01:00,20150602,10456
Second Class,Late delivery,1,5,2,2015-02-13 12:12:00,20150213,10457
Second Class,Shipping on time,0,2,2,2017-12-02 05:52:00,20171202,10458
Second Class,Late delivery,1,5,2,2018-01-14 01:36:00,20180114,10459
Second Class,Late delivery,1,5,2,2017-12-06 10:56:00,20171206,10460
Second Class,Late delivery,1,3,2,2017-11-23 23:45:00,20171123,10461
Second Class,Late delivery,1,6,2,2017-11-26 09:02:00,20171126,10462
Second Class,Shipping on time,0,2,2,2017-11-21 05:21:00,20171121,10463
Second Class,Late delivery,1,3,2,2016-02-19 19:34:00,20160219,10464
Second Class,Late delivery,1,4,2,2016-11-27 00:47:00,20161127,10465
Second Class,Late delivery,1,5,2,2015-11-07 20:46:00,20151107,10466
Second Class,Late delivery,1,4,2,2016-12-05 01:28:00,20161205,10467
Second Class,Late delivery,1,6,2,2018-01-01 20:53:00,20180101,10468
Second Class,Late delivery,1,4,2,2017-12-18 05:08:00,20171218,10469
Second Class,Late delivery,1,3,2,2017-12-18 12:19:00,20171218,10470
Second Class,Late delivery,1,6,2,2017-12-27 14:46:00,20171227,10471
Second Class,Late delivery,1,6,2,2017-12-28 22:18:00,20171228,10472
Second Class,Late delivery,1,6,2,2017-12-24 02:41:00,20171224,10473
Second Class,Late delivery,1,6,2,2018-02-05 00:42:00,20180205,10474
Second Class,Late delivery,1,5,2,2016-11-22 22:30:00,20161122,10475
Second Class,Late delivery,1,6,2,2015-11-19 18:07:00,20151119,10476
Second Class,Shipping on time,0,2,2,2017-11-26 20:14:00,20171126,10477
Second Class,Shipping on time,0,2,2,2016-02-22 23:04:00,20160222,10478
Second Class,Late delivery,1,5,2,2018-02-04 12:36:00,20180204,10479
Second Class,Late delivery,1,5,2,2015-12-10 22:17:00,20151210,10480
Second Class,Late delivery,1,5,2,2016-01-18 14:42:00,20160118,10481
Second Class,Shipping on time,0,2,2,2016-01-14 21:53:00,20160114,10482
Second Class,Late delivery,1,3,2,2015-12-21 21:24:00,20151221,10483
Second Class,Late delivery,1,4,2,2017-12-26 07:35:00,20171226,10484
Second Class,Late delivery,1,3,2,2016-01-13 19:26:00,20160113,10485
Second Class,Shipping on time,0,2,2,2016-10-20 02:14:00,20161020,10486
Second Class,Shipping on time,0,2,2,2015-12-11 00:34:00,20151211,10487
Second Class,Late delivery,1,5,2,2018-02-05 06:07:00,20180205,10488
Second Class,Late delivery,1,6,2,2017-01-06 21:24:00,20170106,10489
Second Class,Late delivery,1,5,2,2016-01-31 12:46:00,20160131,10490
Second Class,Late delivery,1,4,2,2016-04-03 03:55:00,20160403,10491
Second Class,Shipping on time,0,2,2,2016-02-20 23:46:00,20160220,10492
Second Class,Late delivery,1,3,2,2016-09-19 15:35:00,20160919,10493
Second Class,Shipping on time,0,2,2,2017-12-23 23:52:00,20171223,10494
Second Class,Late delivery,1,5,2,2018-01-03 01:05:00,20180103,10495
Second Class,Shipping on time,0,2,2,2017-11-26 04:28:00,20171126,10496
Second Class,Late delivery,1,5,2,2016-01-15 14:53:00,20160115,10497
Second Class,Late delivery,1,5,2,2017-12-26 16:10:00,20171226,10498
